生产企业,疫苗名称,供应价,省市,申报企业,原产,年份
辽宁成大生物股份有限公司,乙型脑炎灭活疫苗,69,浙江省,辽宁成大生物股份有限公司,国产,2018
辽宁成大生物股份有限公司,乙型脑炎灭活疫苗,70,浙江省,辽宁成大生物股份有限公司,国产,2018
北京北生研生物制品有限公司,黄热病减毒活疫苗,160,浙江省,北京北生研生物制品有限公司.,国产,2018
兰州生物制品研究所有限责任公司,皮上划痕人用炭疽活疫苗,76.5,浙江省,兰州生物制品研宄所有限责任公司,国产,2018
长春长生生物科技有限责任公司,森林脑炎灭活疫苗,168,浙江省,长春生物制品研宄所有限责任公司,国产,2018
成都欧林生物科技股份有限公司,吸附破伤风疫苗,158,浙江省,成都欧林生物科技股份有限公司,国产,2018
上海生物制品研究所有限责任公司,麻腮风联合减毒活疫苗,76,浙江省,上海生物制品研宄所有限责任公司,国产,2018
北京北生研生物制品有限公司,麻腮风联合减毒活疫苗,76,浙江省,北京北生研生物制品有限公司,国产,2018
北京北生研生物制品有限公司,麻疹风疹联合减毒活疫苗,40,浙江省,北京北生研生物制品有限公司,国产,2018
北京民海生物科技有限公司,麻疹风疹联合减毒活疫苗,41,浙江省,北京民海生物科技有限公司,国产,2018
四川远大蜀阳药业股份有限公司,人用狂犬病疫苗,145,浙江省,四川远大蜀阳药业股份有限公司,国产,2018
广东双林生物制药有限公司,人用狂犬病疫苗,140,浙江省,广东双林生物制药有限公司,国产,2018
华兰生物工程股份有限公司,人用狂犬病疫苗,140,浙江省,华兰生物工程股份有限公司,国产,2018
深圳市卫光生物制品股份有限公司,人用狂犬病疫苗,140,浙江省,深圳市卫光生物制品股份有限公司,国产,2018
同路生物制药有限公司,人用狂犬病疫苗,165,浙江省,同路生物制药有限公司,国产,2018
北京科兴生物制品有限公司,流行性感冒病毒裂解疫苗,26.0,海南省,北京科兴生物制品有限公司,国产,2017
大连雅立峰生物制药有限公司,流行性感冒病毒裂解疫苗,24.0,海南省,大连雅立峰生物制药有限公司,国产,2017
长春长生生物科技有限责任公司,流行性感冒病毒裂解疫苗,24.0,海南省,长春长生生物科技有限责任公司,国产,2017
上海生物制品研究所有限责任公司,流行性感冒病毒裂解疫苗,29.0,海南省,上海生物制品研究所有限责任公司,国产,2017
华兰生物疫苗有限公司,流行性感冒病毒裂解疫苗,27.0,海南省,华兰生物疫苗有限公司,国产,2017
长春长生生物科技有限责任公司,流行性感冒病毒裂解疫苗,29.0,海南省,长春生物制品研究所有限责任公司,国产,2017
北京科兴生物制品有限公司,流行性感冒病毒裂解疫苗,27.5,海南省,北京科兴生物制品有限公司,国产,2017
大连雅立峰生物制药有限公司,流行性感冒病毒裂解疫苗,26.0,海南省,大连雅立峰生物制药有限公司,国产,2017
长春长生生物科技有限责任公司,流行性感冒病毒裂解疫苗,27.0,海南省,长春长生生物科技有限责任公司,国产,2017
华兰生物疫苗有限公司,流行性感冒病毒裂解疫苗,41.0,海南省,华兰生物疫苗有限公司,国产,2017
上海生物制品研究所有限责任公司,流行性感冒病毒裂解疫苗,47.0,海南省,上海生物制品研究所有限责任公司,国产,2017
长春长生生物科技有限责任公司,流行性感冒病毒裂解疫苗,44.0,海南省,长春生物制品研究所有限责任公司,国产,2017
北京科兴生物制品有限公司,流行性感冒病毒裂解疫苗,43.0,海南省,北京科兴生物制品有限公司,国产,2017
大连雅立峰生物制药有限公司,流行性感冒病毒裂解疫苗,42.0,海南省,大连雅立峰生物制药有限公司,国产,2017
长春长生生物科技有限责任公司,流行性感冒病毒裂解疫苗,45.0,海南省,长春长生生物科技有限责任公司,国产,2017
山东泰邦生物制品有限公司,人用狂犬病疫苗,158.0,海南省,山东泰邦生物制品有限公司,国产,2017
四川远大蜀阳药业股份有限公司,人用狂犬病疫苗,159.0,海南省,四川远大蜀阳药业股份有限公司,国产,2017
华兰生物工程股份有限公司,人用狂犬病疫苗,160.0,海南省,华兰生物工程股份有限公司,国产,2017
广东双林生物制药有限公司,人用狂犬病疫苗,160.0,海南省,广东双林生物制药有限公司,国产,2017
山西康宝生物制品股份有限公司,人用狂犬病疫苗,159.9,海南省,山西康宝生物制品股份有限公司,国产,2017
武汉中原瑞德生物制品有限责任公司,人用狂犬病疫苗,160.0,海南省,武汉中原瑞德生物制品有限责任公司,国产,2017
博雅生物制药集团股份有限公司,人用狂犬病疫苗,159.0,海南省,江西博雅生物制药股份有限公司,国产,2017
南岳生物制药有限公司,人用狂犬病疫苗,160.0,海南省,南岳生物制药有限公司,国产,2017
上海生物制品研究所有限责任公司,流行性感冒病毒裂解疫苗,49.0,海南省,上海生物制品研究所有限责任公司,国产,2017
华兰生物疫苗有限公司,流行性感冒病毒裂解疫苗,47.0,海南省,华兰生物疫苗有限公司,国产,2017
长春长生生物科技有限责任公司,流行性感冒病毒裂解疫苗,49.0,海南省,长春生物制品研究所有限责任公司,国产,2017
北京科兴生物制品有限公司,流行性感冒病毒裂解疫苗,47.5,海南省,北京科兴生物制品有限公司,国产,2017
大连雅立峰生物制药有限公司,流行性感冒病毒裂解疫苗,48.0,海南省,大连雅立峰生物制药有限公司,国产,2017
长春长生生物科技有限责任公司,流行性感冒病毒裂解疫苗,49.0,海南省,长春长生生物科技有限责任公司,国产,2017
北京智飞绿竹生物制药有限公司,ACYW135群脑膜炎球菌多糖疫苗,63.0,海南省,北京智飞绿竹生物制药有限公司,国产,2017
玉溪沃森生物技术有限公司,ACYW135群脑膜炎球菌多糖疫苗,65.0,海南省,玉溪沃森生物技术有限公司,国产,2017
华兰生物疫苗有限公司,ACYW135群脑膜炎球菌多糖疫苗,60.0,海南省,华兰生物疫苗有限公司,国产,2017
长春长生生物科技有限责任公司,ACYW135群脑膜炎球菌多糖疫苗,60.0,海南省,长春长生生物科技有限责任公司,国产,2017
成都康华生物制品有限公司,ACYW135群脑膜炎球菌多糖疫苗,65.0,海南省,成都康华生物制品有限公司,国产,2017
兰州生物制品研究所有限责任公司,b型流感嗜血杆菌结合疫苗,68.0,海南省,兰州生物制品研究所有限责任公司,国产,2017
北京智飞绿竹生物制药有限公司,b型流感嗜血杆菌结合疫苗,78.0,海南省,北京智飞绿竹生物制药有限公司,国产,2017
北京民海生物科技有限公司,b型流感嗜血杆菌结合疫苗,76.0,海南省,北京民海生物科技有限公司,国产,2017
玉溪沃森生物技术有限公司,b型流感嗜血杆菌结合疫苗,82.0,海南省,玉溪沃森生物技术有限公司,国产,2017
上海生物制品研究所有限责任公司,水痘减毒活疫苗,136.0,海南省,上海生物制品研究所有限责任公司,国产,2017
长春长生生物科技有限责任公司,水痘减毒活疫苗,131.0,海南省,长春长生生物科技有限责任公司,国产,2017
长春祈健生物制品有限公司,水痘减毒活疫苗,136.0,海南省,长春祈健生物制品有限公司,国产,2017
长春百克生物科技股份公司,水痘减毒活疫苗,136.0,海南省,长春百克生物科技股份公司,国产,2017
山东泰邦生物制品有限公司,吸附破伤风疫苗,318.0,海南省,山东泰邦生物制品有限公司,国产,2017
成都蓉生药业有限责任公司,吸附破伤风疫苗,325.0,海南省,成都蓉生药业有限责任公司,国产,2017
同路生物制药有限公司,吸附破伤风疫苗,325.0,海南省,同路生物制药有限公司,国产,2017
广东双林生物制药有限公司,吸附破伤风疫苗,315.0,海南省,广东双林生物制药有限公司,国产,2017
贵州泰邦生物制品有限公司,吸附破伤风疫苗,325.0,海南省,贵州泰邦生物制品有限公司,国产,2017
华兰生物工程重庆有限公司,吸附破伤风疫苗,315.0,海南省,华兰生物工程重庆有限公司,国产,2017
南岳生物制药有限公司,吸附破伤风疫苗,325.0,海南省,南岳生物制药有限公司,国产,2017
武汉生物制品研究所有限责任公司,伤寒vi多糖疫苗,0.0,贵州省,武汉生物制品研究所有限责任公司,国产,2018
上海联合赛尔生物工程有限公司,重组B亚单位/菌体霍乱疫苗,65.0,贵州省,上海联合赛尔生物工程有限公司,国产,2018
罗益（无锡）生物制药有限公司,A群C群脑膜炎球菌多糖结合疫苗,115.0,贵州省,罗益（无锡）生物制药有限公司,国产,2018
北京智飞绿竹生物制药有限公司,A群C群脑膜炎球菌多糖结合疫苗,77.0,贵州省,北京智飞绿竹生物制药有限公司,国产,2018
玉溪沃森生物技术有限公司,A群C群脑膜炎球菌多糖结合疫苗,83.0,贵州省,玉溪沃森生物技术有限公司,国产,2018
玉溪沃森生物技术有限公司,ACYW135群脑膜炎球菌多糖疫苗,60.0,贵州省,玉溪沃森生物技术有限公司,国产,2018
北京智飞绿竹生物制药有限公司,ACYW135群脑膜炎球菌多糖疫苗,61.0,贵州省,北京智飞绿竹生物制药有限公司,国产,2018
成都康华生物制品有限公司,ACYW135群脑膜炎球菌多糖疫苗,48.0,贵州省,成都康华生物制品有限公司,国产,2018
长春长生生物科技有限责任公司,ACYW135群脑膜炎球菌多糖疫苗,60.0,贵州省,长春长生生物科技有限责任公司,国产,2018
华兰生物疫苗有限公司,ACYW135群脑膜炎球菌多糖疫苗,57.8,贵州省,华兰生物疫苗有限公司,国产,2018
北京智飞绿竹生物制药有限公司,AC群脑膜炎球菌（结合）b型流感嗜血杆菌（结合）联合疫苗,216.0,贵州省,北京智飞绿竹生物制药有限公司,国产,2018
北京智飞绿竹生物制药有限公司,b型流感嗜血杆菌结合疫苗,78.0,贵州省,北京智飞绿竹生物制药有限公司,国产,2018
玉溪沃森生物技术有限公司,b型流感嗜血杆菌结合疫苗,81.0,贵州省,玉溪沃森生物技术有限公司,国产,2018
兰州生物制品研究所有限责任公司,b型流感嗜血杆菌结合疫苗,0.0,贵州省,兰州生物制品研究所有限责任公司,国产,2018
北京民海生物科技有限公司,b型流感嗜血杆菌结合疫苗,74.0,贵州省,北京民海生物科技有限公司,国产,2018
北京民海生物科技有限公司,b型流感嗜血杆菌结合疫苗,80.0,贵州省,北京民海生物科技有限公司,国产,2018
玉溪沃森生物技术有限公司,b型流感嗜血杆菌结合疫苗,98.0,贵州省,玉溪沃森生物技术有限公司,国产,2018
北京民海生物科技有限公司,吸附无细胞百白破灭活脊髓灰质炎和b型流感嗜血杆菌（结合）联合疫苗,280.0,贵州省,北京民海生物科技有限公司,国产,2018
辽宁成大生物股份有限公司,乙型脑炎灭活疫苗,69.0,贵州省,辽宁成大生物股份有限公司,国产,2018
长春长生生物科技有限责任公司,人用狂犬病疫苗,53.0,贵州省,长春长生生物科技有限责任公司,国产,2018
长春卫尔赛生物药业有限公司,人用狂犬病疫苗,58.0,贵州省,长春卫尔赛生物药业有限公司,国产,2018
长春长生生物科技有限责任公司,人用狂犬病疫苗,62.0,贵州省,长春长生生物科技有限责任公司,国产,2018
辽宁成大生物股份有限公司,人用狂犬病疫苗,64.5,贵州省,辽宁成大生物股份有限公司,国产,2018
广州诺诚生物制品股份有限公司,人用狂犬病疫苗,53.0,贵州省,广州诺诚生物制品股份有限公司,国产,2018
宁波荣安生物药业有限公司,人用狂犬病疫苗,47.0,贵州省,宁波荣安生物药业有限公司,国产,2018
成都康华生物制品有限公司,人用狂犬病疫苗,255.0,贵州省,成都康华生物制品有限公司,国产,2018
辽宁成大生物股份有限公司,人用狂犬病疫苗,42.09,贵州省,辽宁成大生物股份有限公司,国产,2018
大连雅立峰生物制药有限公司,人用狂犬病疫苗,48.0,贵州省,大连雅立峰生物制药有限公司,国产,2018
吉林迈丰生物药业有限公司,人用狂犬病疫苗,49.0,贵州省,吉林迈丰生物药业有限公司,国产,2018
中科生物制药股份有限公司,人用狂犬病疫苗,47.6,贵州省,中科生物制药股份有限公司,国产,2018
河南远大生物制药有限公司,人用狂犬病疫苗,50.6,贵州省,河南远大生物制药有限公司,国产,2018
浙江普康生物技术股份有限公司,冻干甲型肝炎减毒活疫苗,59.0,贵州省,浙江普康生物技术股份有限公司,国产,2018
长春长生生物科技有限责任公司,冻干甲型肝炎减毒活疫苗,60.0,贵州省,长春生物制品研究所有限责任公司,国产,2018
中国医学科学院医学生物学研究所,冻干甲型肝炎减毒活疫苗,58.0,贵州省,中国医学科学院医学生物学研究所,国产,2018
长春长生生物科技有限责任公司,冻干甲型肝炎减毒活疫苗,55.0,贵州省,长春长生生物科技有限责任公司,国产,2018
江苏康淮生物科技有限公司,甲型肝炎灭活疫苗,80.0,贵州省,江苏康淮生物科技有限公司,国产,2018
北京科兴生物制品有限公司,甲型肝炎灭活疫苗,80.0,贵州省,北京科兴生物制品有限公司,国产,2018
北京科兴生物制品有限公司,甲型肝炎灭活疫苗,105.0,贵州省,北京科兴生物制品有限公司,国产,2018
江苏康淮生物科技有限公司,甲型肝炎灭活疫苗,100.0,贵州省,江苏康淮生物科技有限公司,国产,2018
北京科兴生物制品有限公司,甲型肝炎灭活疫苗,90.0,贵州省,北京科兴生物制品有限公司,国产,2018
江苏康淮生物科技有限公司,甲型肝炎灭活疫苗,90.0,贵州省,江苏康淮生物科技有限公司,国产,2018
北京科兴生物制品有限公司,甲型肝炎灭活疫苗,113.0,贵州省,北京科兴生物制品有限公司,国产,2018
深圳康泰生物制品股份有限公司,重组乙型肝炎疫苗,45.0,贵州省,深圳康泰生物制品股份有限公司,国产,2018
深圳康泰生物制品股份有限公司,重组乙型肝炎疫苗,25.0,贵州省,深圳康泰生物制品股份有限公司,国产,2018
深圳康泰生物制品股份有限公司,重组乙型肝炎疫苗,70.0,贵州省,深圳康泰生物制品股份有限公司,国产,2018
深圳康泰生物制品股份有限公司,重组乙型肝炎疫苗,220.0,贵州省,深圳康泰生物制品股份有限公司,国产,2018
华北制药金坦生物技术股份有限公司,重组乙型肝炎疫苗,80.0,贵州省,华北制药金坦生物技术股份有限公司,国产,2018
华北制药金坦生物技术股份有限公司,重组乙型肝炎疫苗,90.0,贵州省,华北制药金坦生物技术股份有限公司,国产,2018
华兰生物疫苗有限公司,重组乙型肝炎疫苗,13.5,贵州省,华兰生物疫苗有限公司,国产,2018
华兰生物疫苗有限公司,重组乙型肝炎疫苗,41.0,贵州省,华兰生物疫苗有限公司,国产,2018
大连汉信生物制药有限公司,重组乙型肝炎疫苗,70.0,贵州省,大连汉信生物制药有限公司,国产,2018
大连汉信生物制药有限公司,重组乙型肝炎疫苗,84.0,贵州省,大连汉信生物制药有限公司,国产,2018
大连汉信生物制药有限公司,重组乙型肝炎疫苗,46.0,贵州省,大连汉信生物制药有限公司,国产,2018
大连汉信生物制药有限公司,重组乙型肝炎疫苗,68.4,贵州省,大连汉信生物制药有限公司,国产,2018
厦门万泰沧海生物技术有限公司,重组戊型肝炎疫苗,160.0,贵州省,厦门万泰沧海生物技术有限公司,国产,2018
北京科兴生物制品有限公司,甲型乙型肝炎联合疫苗,118.0,贵州省,北京科兴生物制品有限公司,国产,2018
浙江卫信生物药业有限公司,腮腺炎减毒活疫苗,44.0,贵州省,浙江卫信生物药业有限公司,国产,2018
上海生物制品研究所有限责任公司,水痘减毒活疫苗,136.0,贵州省,上海生物制品研究所有限责任公司,国产,2018
长春祈健生物制品有限公司,水痘减毒活疫苗,136.0,贵州省,长春祈健生物制品有限公司,国产,2018
上海荣盛生物药业有限公司,水痘减毒活疫苗,135.5,贵州省,上海荣盛生物药业有限公司,国产,2018
长春长生生物科技有限责任公司,水痘减毒活疫苗,131.0,贵州省,长春长生生物科技有限责任公司,国产,2018
长春百克生物科技股份公司,水痘减毒活疫苗,149.8,贵州省,长春百克生物科技股份公司,国产,2018
北京民海生物科技有限公司,麻疹风疹联合减毒活疫苗,41.0,贵州省,北京民海生物科技有限公司,国产,2018
北京北生研生物制品有限公司,麻疹风疹联合减毒活疫苗,42.0,贵州省,北京北生研生物制品有限公司,国产,2018
北京北生研生物制品有限公司,麻腮风联合减毒活疫苗,0.0,贵州省,北京北生研生物制品有限公司,国产,2018
上海生物制品研究所有限责任公司,麻腮风联合减毒活疫苗,76.0,贵州省,上海生物制品研究所有限责任公司,国产,2018
长春长生生物科技有限责任公司,流行性感冒病毒裂解疫苗,未报价,贵州省,长春长生生物科技有限责任公司,国产,2018
大连雅立峰生物制药有限公司,流行性感冒病毒裂解疫苗,20.0,贵州省,大连雅立峰生物制药有限公司,国产,2018
大连雅立峰生物制药有限公司,流行性感冒病毒裂解疫苗,24.0,贵州省,大连雅立峰生物制药有限公司,国产,2018
北京科兴生物制品有限公司,流行性感冒病毒裂解疫苗,23.0,贵州省,北京科兴生物制品有限公司,国产,2018
长春长生生物科技有限责任公司,流行性感冒病毒裂解疫苗,27.0,贵州省,长春长生生物科技有限责任公司,国产,2018
SANOFI.PASTEUR.S.A,流行性感冒病毒裂解疫苗,29.0,贵州省,深圳赛诺菲巴斯德生物制品有限公司,国产,2018
上海生物制品研究所有限责任公司,流行性感冒病毒裂解疫苗,27.2,贵州省,上海生物制品研究所有限责任公司,国产,2018
长春长生生物科技有限责任公司,流行性感冒病毒裂解疫苗,27.0,贵州省,长春生物制品研究所有限责任公司,国产,2018
华兰生物疫苗有限公司,流行性感冒病毒裂解疫苗,23.0,贵州省,华兰生物疫苗有限公司,国产,2018
华兰生物疫苗有限公司,流行性感冒病毒裂解疫苗,30.0,贵州省,华兰生物疫苗有限公司,国产,2018
长春长生生物科技有限责任公司,流行性感冒病毒裂解疫苗,30.8,贵州省,长春生物制品研究所有限责任公司,国产,2018
长春长生生物科技有限责任公司,流行性感冒病毒裂解疫苗,45.0,贵州省,长春长生生物科技有限责任公司,国产,2018
大连雅立峰生物制药有限公司,流行性感冒病毒裂解疫苗,37.0,贵州省,大连雅立峰生物制药有限公司,国产,2018
大连雅立峰生物制药有限公司,流行性感冒病毒裂解疫苗,39.0,贵州省,大连雅立峰生物制药有限公司,国产,2018
长春长生生物科技有限责任公司,流行性感冒病毒裂解疫苗,49.0,贵州省,长春长生生物科技有限责任公司,国产,2018
北京科兴生物制品有限公司,流行性感冒病毒裂解疫苗,39.0,贵州省,北京科兴生物制品有限公司,国产,2018
上海生物制品研究所有限责任公司,流行性感冒病毒裂解疫苗,47.0,贵州省,上海生物制品研究所有限责任公司,国产,2018
SANOFI.PASTEUR.S.A,流行性感冒病毒裂解疫苗,65.0,贵州省,深圳赛诺菲巴斯德生物制品有限公司,国产,2018
华兰生物疫苗有限公司,流行性感冒病毒裂解疫苗,42.0,贵州省,华兰生物疫苗有限公司,国产,2018
长春长生生物科技有限责任公司,流行性感冒病毒裂解疫苗,45.0,贵州省,长春生物制品研究所有限责任公司,国产,2018
武汉生物制品研究所有限责任公司,肠道病毒71型灭活疫苗,168.0,贵州省,武汉生物制品研究所有限责任公司,国产,2018
北京科兴生物制品有限公司,肠道病毒71型灭活疫苗,168.0,贵州省,北京科兴生物制品有限公司,国产,2018
北京科兴生物制品有限公司,肠道病毒71型灭活疫苗,188.0,贵州省,北京科兴生物制品有限公司,国产,2018
中国医学科学院医学生物学研究所,肠道病毒71型灭活疫苗,168.0,贵州省,中国医学科学院医学生物学研究所,国产,2018
中国医学科学院医学生物学研究所,肠道病毒71型灭活疫苗,188.0,贵州省,中国医学科学院医学生物学研究所,国产,2018
兰州生物制品研究所有限责任公司,口服轮状病毒活疫苗,172.0,贵州省,兰州生物制品研究所有限责任公司,国产,2018
SANOFI.PASTEUR.S.A,吸附无细胞百白破灭活脊髓灰质炎和b型流感嗜血杆菌（结合）联合疫苗,600.0,贵州省,深圳赛诺菲巴斯德生物制品有限公司,国产,2018
SANOFI.PASTEUR.S.A,b型流感嗜血杆菌结合疫苗,106.0,贵州省,深圳赛诺菲巴斯德生物制品有限公司,国产,2018
成都生物制品研究所有限责任公司,23价肺炎球菌多糖疫苗,182.0,贵州省,成都生物制品研究所有限责任公司,国产,2018
玉溪沃森生物技术有限公司,23价肺炎球菌多糖疫苗,200.0,贵州省,玉溪沃森生物技术有限公司,国产,2018
MERCK.SHARP.DOHME.CORP.,23价肺炎球菌多糖疫苗,204.0,贵州省,重庆智飞生物制品股份有限公司,国产,2018
PFIZER.IRELAND.PHARMACEUTICALS,13价肺炎球菌多糖疫苗,698.0,贵州省,科园信海（北京）医疗用品贸易有限公司,国产,2018
台湾国光生物科技股份有限公司,流行性感冒病毒裂解疫苗,128.0,贵州省,杭州诚丰生物医药有限公司,国产,2018
MERCK.SHARP.DOHME.CORP.,甲型肝炎灭活疫苗,201.0,贵州省,重庆智飞生物制品股份有限公司,国产,2018
CHIRON.BEHRING.VACCINES.PRIVATE.LTD.,人用狂犬病疫苗,197.0,贵州省,科园信海（北京）医疗用品贸易有限公司,国产,2018
MERCK.SHARP.DOHME.CORP.,四价人乳头瘤病毒疫苗,798.0,贵州省,重庆智飞生物制品股份有限公司,国产,2018
GLAXOSMITHKLINE.BIOLOGICALS.S.A.,双价人乳头瘤病毒吸附疫苗,580.0,贵州省,科园信海（北京）医疗用品贸易有限公司,国产,2018
成都欧林生物科技股份有限公司,吸附破伤风疫苗,158.0,贵州省,成都欧林生物科技股份有限公司,国产,2018
华兰生物工程股份有限公司,人用狂犬病疫苗,140.0,贵州省,华兰生物工程股份有限公司,国产,2018
山东泰邦生物制品有限公司,人用狂犬病疫苗,163.0,贵州省,山东泰邦生物制品有限公司,国产,2018
国药集团武汉血液制品有限公司,人用狂犬病疫苗,149.5,贵州省,国药集团武汉血液制品有限公司,国产,2018
同路生物制药有限公司,人用狂犬病疫苗,160.0,贵州省,同路生物制药有限公司,国产,2018
南岳生物制药有限公司,人用狂犬病疫苗,153.0,贵州省,南岳生物制药有限公司,国产,2018
广东双林生物制药有限公司,人用狂犬病疫苗,160.0,贵州省,广东双林生物制药有限公司,国产,2018
四川远大蜀阳药业股份有限公司,人用狂犬病疫苗,170.0,贵州省,四川远大蜀阳药业股份有限公司,国产,2018
博雅生物制药集团股份有限公司,人用狂犬病疫苗,140.0,贵州省,博雅生物制药集团股份有限公司,国产,2018
贵州泰邦生物制品有限公司,人用狂犬病疫苗,163.0,贵州省,贵州泰邦生物制品有限公司,国产,2018
深圳市卫光生物制品股份有限公司,人用狂犬病疫苗,160.0,贵州省,深圳市卫光生物制品股份有限公司,国产,2018
深圳市卫光生物制品股份有限公司,吸附破伤风疫苗,298.0,贵州省,深圳市卫光生物制品股份有限公司,国产,2018
华兰生物工程重庆有限公司,吸附破伤风疫苗,230.0,贵州省,华兰生物工程重庆有限公司,国产,2018
贵州泰邦生物制品有限公司,吸附破伤风疫苗,286.0,贵州省,贵州泰邦生物制品有限公司,国产,2018
四川远大蜀阳药业股份有限公司,吸附破伤风疫苗,320.0,贵州省,四川远大蜀阳药业股份有限公司,国产,2018
广东双林生物制药有限公司,吸附破伤风疫苗,285.0,贵州省,广东双林生物制药有限公司,国产,2018
同路生物制药有限公司,吸附破伤风疫苗,198.0,贵州省,同路生物制药有限公司,国产,2018
山东泰邦生物制品有限公司,吸附破伤风疫苗,286.0,贵州省,山东泰邦生物制品有限公司,国产,2018
成都蓉生药业有限责任公司,吸附破伤风疫苗,252.0,贵州省,成都蓉生药业有限责任公司,国产,2018
华兰生物工程股份有限公司,吸附破伤风疫苗,315.0,贵州省,华兰生物工程股份有限公司,国产,2018
成都蓉生药业有限责任公司,重组乙型肝炎疫苗,115.0,贵州省,成都蓉生药业有限责任公司,国产,2018
山东泰邦生物制品有限公司,重组乙型肝炎疫苗,110.0,贵州省,山东泰邦生物制品有限公司,国产,2018
同路生物制药有限公司,重组乙型肝炎疫苗,109.0,贵州省,同路生物制药有限公司,国产,2018
深圳市卫光生物制品股份有限公司,重组乙型肝炎疫苗,108.0,贵州省,深圳市卫光生物制品股份有限公司,国产,2018
深圳市卫光生物制品股份有限公司,重组乙型肝炎疫苗,216.0,贵州省,深圳市卫光生物制品股份有限公司,国产,2018
博雅生物制药集团股份有限公司,重组乙型肝炎疫苗,198.0,贵州省,博雅生物制药集团股份有限公司,国产,2018
山东泰邦生物制品有限公司,重组乙型肝炎疫苗,220.0,贵州省,山东泰邦生物制品有限公司,国产,2018
成都蓉生药业有限责任公司,重组乙型肝炎疫苗,200.0,贵州省,成都蓉生药业有限责任公司,国产,2018
同路生物制药有限公司,重组乙型肝炎疫苗,218.0,贵州省,同路生物制药有限公司,国产,2018
华兰生物工程股份有限公司,重组乙型肝炎疫苗,125.0,贵州省,华兰生物工程股份有限公司,国产,2018
华兰生物工程股份有限公司,重组乙型肝炎疫苗,238.0,贵州省,华兰生物工程股份有限公司,国产,2018
中科生物制药股份有限公司,人用狂犬病疫苗,47.6,辽宁省,中科生物制药股份有限公司,国产,2017
华北制药金坦生物技术股份有限公司,重组乙型肝炎疫苗,90.0,辽宁省,华北制药金坦生物技术股份有限公司,国产,2017
长春百克生物科技股份公司,水痘减毒活疫苗,136.0,辽宁省,长春百克生物科技股份公司,国产,2017
台湾国光生物科技股份有限公司,流行性感冒病毒裂解疫苗,128.0,辽宁省,杭州诚丰生物医药有限公司,国产,2017
长春百克生物科技股份公司,水痘减毒活疫苗,149.8,辽宁省,长春百克生物科技股份公司,国产,2017
大连雅立峰生物制药有限公司,流行性感冒病毒裂解疫苗,22.0,辽宁省,大连雅立峰生物制药有限公司,国产,2017
大连雅立峰生物制药有限公司,流行性感冒病毒裂解疫苗,42.0,辽宁省,大连雅立峰生物制药有限公司,国产,2017
大连雅立峰生物制药有限公司,流行性感冒病毒裂解疫苗,37.0,辽宁省,大连雅立峰生物制药有限公司,国产,2017
辽宁成大生物股份有限公司,乙型脑炎灭活疫苗,69.0,辽宁省,辽宁成大生物股份有限公司,国产,2017
辽宁成大生物股份有限公司,人用狂犬病疫苗,42.09,辽宁省,辽宁成大生物股份有限公司,国产,2017
辽宁成大生物股份有限公司,人用狂犬病疫苗,55.0,辽宁省,辽宁成大生物股份有限公司,国产,2017
辽宁成大生物股份有限公司,人用狂犬病疫苗,65.0,辽宁省,辽宁成大生物股份有限公司,国产,2017
吉林迈丰生物药业有限公司,人用狂犬病疫苗,49.0,辽宁省,吉林迈丰生物药业有限公司,国产,2017
厦门万泰沧海生物技术有限公司,重组戊型肝炎疫苗,160.0,辽宁省,厦门万泰沧海生物技术有限公司,国产,2017
SANOFI.PASTEUR.S.A,吸附无细胞百白破灭活脊髓灰质炎和b型流感嗜血杆菌（结合）联合疫苗,599.0,辽宁省,国药控股股份有限公司,国产,2017
北京智飞绿竹生物制药有限公司,A群C群脑膜炎球菌多糖结合疫苗,77.0,辽宁省,北京智飞绿竹生物制药有限公司,国产,2017
玉溪沃森生物技术有限公司,ACYW135群脑膜炎球菌多糖疫苗,65.0,辽宁省,玉溪沃森生物技术有限公司,国产,2017
玉溪沃森生物技术有限公司,b型流感嗜血杆菌结合疫苗,105.0,辽宁省,玉溪沃森生物技术有限公司,国产,2017
玉溪沃森生物技术有限公司,b型流感嗜血杆菌结合疫苗,82.0,辽宁省,玉溪沃森生物技术有限公司,国产,2017
玉溪沃森生物技术有限公司,A群C群脑膜炎球菌多糖结合疫苗,83.0,辽宁省,玉溪沃森生物技术有限公司,国产,2017
河南远大生物制药有限公司,人用狂犬病疫苗,53.0,辽宁省,河南远大生物制药有限公司,国产,2017
北京智飞绿竹生物制药有限公司,ACYW135群脑膜炎球菌多糖疫苗,63.0,辽宁省,北京智飞绿竹生物制药有限公司,国产,2017
北京智飞绿竹生物制药有限公司,b型流感嗜血杆菌结合疫苗,79.0,辽宁省,北京智飞绿竹生物制药有限公司,国产,2017
北京智飞绿竹生物制药有限公司,AC群脑膜炎球菌（结合）b型流感嗜血杆菌（结合）联合疫苗,216.0,辽宁省,北京智飞绿竹生物制药有限公司,国产,2017
成都康华生物制品有限公司,人用狂犬病疫苗,275.0,辽宁省,成都康华生物制品有限公司,国产,2017
华北制药金坦生物技术股份有限公司,重组乙型肝炎疫苗,85.0,辽宁省,华北制药金坦生物技术股份有限公司,国产,2017
华北制药金坦生物技术股份有限公司,重组乙型肝炎疫苗,80.0,辽宁省,华北制药金坦生物技术股份有限公司,国产,2017
华北制药金坦生物技术股份有限公司,重组乙型肝炎疫苗,60.0,辽宁省,华北制药金坦生物技术股份有限公司,国产,2017
